"Path Profile X=[123,357] Y=[756,1028] W=48   - Red","AD\jneylon 12/6/2023 3:38:06 PM"
x / mm,y / (16 bpch)
x1,y1
0.0,47059
0.2,47100
0.4,47107
0.7,47135
0.9,47198
1.1,47080
1.3,47149
1.6,47239
1.8,47246
2.0,47163
2.2,47156
2.5,47163
2.7,47184
2.9,47212
3.1,47163
3.4,47163
3.6,47191
3.8,47135
4.0,47191
4.2,47184
4.5,47121
4.7,47107
4.9,47128
5.1,47059
5.4,47114
5.6,47080
5.8,47073
6.0,47149
6.3,47087
6.5,47094
6.7,47100
6.9,46996
7.1,47010
7.4,46975
7.6,47017
7.8,47052
8.0,46920
8.3,46934
8.5,46892
8.7,46878
8.9,46878
9.2,46864
9.4,46850
9.6,46920
9.8,46830
10.1,46767
10.3,46684
10.5,46684
10.7,46684
10.9,46684
11.2,46614
11.4,46573
11.6,46538
11.8,46461
12.1,46316
12.3,46288
12.5,46350
12.7,46288
13.0,46197
13.2,46163
13.4,46177
13.6,45975
13.8,45940
14.1,45767
14.3,45704
14.5,45579
14.7,45447
15.0,45350
15.2,45086
15.4,44885
15.6,44850
15.9,44642
16.1,44454
16.3,44135
16.5,43857
16.8,43565
17.0,43065
17.2,42898
17.4,42356
17.6,41863
17.9,41148
18.1,40418
18.3,39585
18.5,38682
18.8,38286
19.0,37612
19.2,37279
19.4,37071
19.7,37008
19.9,36848
20.1,36786
20.3,36695
20.6,36668
20.8,36563
21.0,36563
21.2,36487
21.4,36418
21.7,36327
21.9,36306
22.1,36161
22.3,36056
22.6,35938
22.8,35897
23.0,35848
23.2,35827
23.5,35799
23.7,35792
23.9,35806
24.1,35716
24.3,35695
24.6,35626
24.8,35667
25.0,35688
25.2,35626
25.5,35591
25.7,35535
25.9,35633
26.1,35577
26.4,35716
26.6,35647
26.8,35681
27.0,35695
27.3,35660
27.5,35758
27.7,35716
27.9,35869
28.1,35917
28.4,35931
28.6,36015
28.8,35994
29.0,36140
29.3,36154
29.5,36216
29.7,36230
29.9,36202
30.2,36181
30.4,36265
30.6,36404
30.8,36431
31.0,36418
31.3,36557
31.5,36536
31.7,36709
31.9,36772
32.2,36834
32.4,36911
32.6,36987
32.8,37133
33.1,37244
33.3,37244
33.5,37168
33.7,37008
34.0,36862
34.2,36848
34.4,36688
34.6,36605
34.8,36577
35.1,36390
35.3,36293
35.5,36348
35.7,36216
36.0,36168
36.2,36036
36.4,36077
36.6,36063
36.9,35959
37.1,35924
37.3,35855
37.5,35869
37.8,35751
38.0,35758
38.2,35806
38.4,35765
38.6,35765
38.9,35744
39.1,35709
39.3,35730
39.5,35654
39.8,35695
40.0,35709
40.2,35779
40.4,35772
40.7,35688
40.9,35876
41.1,35924
41.3,35987
41.5,35924
41.8,36056
42.0,36126
42.2,36174
42.4,36265
42.7,36300
42.9,36348
43.1,36418
43.3,36563
43.6,36730
43.8,37307
44.0,38349
44.2,39432
44.5,39967
44.7,40766
44.9,41516
45.1,41988
45.3,42599
45.6,43044
45.8,43412
46.0,43662
46.2,43954
46.5,44176
46.7,44510
46.9,44593
47.1,44906
47.4,45010
47.6,45114
47.8,45281
48.0,45447
48.2,45552
48.5,45656
48.7,45746
48.9,45795
49.1,45982
49.4,46059
49.6,46107
49.8,46191
50.0,46225
50.3,46309
50.5,46371
50.7,46406
50.9,46454
51.2,46503
51.4,46461
51.6,46545
51.8,46531
52.0,46656
52.3,46663
52.5,46684
52.7,46663
52.9,46698
53.2,46739
53.4,46760
53.6,46732
53.8,46823
54.1,46809
54.3,46830
54.5,46878
54.7,46843
54.9,46850
55.2,46906
55.4,46857
55.6,46934
55.8,46962
56.1,46878
56.3,47003
56.5,46955
56.7,46927
57.0,46982
57.2,46989
57.4,46996
57.6,47100
57.9,47045
58.1,47087
58.3,47045
58.5,46934
58.7,47003
59.0,47066
59.2,46989
59.4,47038
59.6,47059
59.9,47010
60.1,46927
60.3,47031
60.5,46920
60.8,47059

